_id,Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Motor(cilindraje),Placa,Tapizado,Dirección,Entrada desde,Cuotas desde,Número de cuotas,Tipo de Motor
673ab1bf1a5f1961c1ed1f67,2018,97000,12.5,Ambato,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f68,2013,224000,23.8,Atuntaqui,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux CS 4x4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f69,2018,98000,23,Ambato,Negociable,USED,Chevrolet,Todoterreno,Equinox,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f6a,2019,93000,12.5,Ambato,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f6b,2018,189000,18.5,Ambato,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x4 Diesel CD Pick Up,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f6c,2020,24000,20.3,Ambato,Negociable,USED,Fiat,Hatchback (3 Puertas),500 Sport,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f6d,2019,162000,12,Ambato,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f6e,2018,132000,15.3,Ambato,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f6f,2019,134000,17.2,Ambato,Negociable,USED,JAC,Camioneta Doble Cabina,HFC 1037DEV,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f70,2004,169000,16.5,Quito,Negociable,USED,Volkswagen,Todoterreno,Touareg,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f71,2018,92000,16.5,Ambato,Negociable,USED,Citroen,Mini van (MPV),Berlingo Multispace,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f72,2018,166000,18.5,Ambato,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x4 Diesel CD Pick Up,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f73,2013,190000,22,Ambato,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f74,2019,62220,18.49,Quito,Fijo,USED,Great Wall,Todoterreno,Haval H2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f75,2022,60732,14.49,Quito,Fijo,USED,Soueast,Sedán,A5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f76,2020,42037,21.49,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f77,2016,102500,17,Cuenca,Negociable,USED,Hyundai,Sedán,Sonata,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f78,2011,148000,11.9,Ambato,Negociable,USED,Chevrolet,Sedán,Sail,#1686565,97000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,3,1400,Pichincha,Tela,Hidráulica,,,,
673ab1bf1a5f1961c1ed1f79,2002,244050,11.79,Quito,Fijo,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f7a,2019,63000,20.5,Ambato,Negociable,USED,Changan,Todoterreno,CS 55,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f7b,2018,111000,16.5,Ambato,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f7c,2011,0,38,Ambato,Negociable,USED,Peugeot,Hatchback (3 Puertas),207 Compact,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f7d,2018,164000,16,Ambato,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f7e,2013,164670,12.69,Quito,Fijo,USED,Great Wall,Todoterreno,H5 Elite,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f7f,1980,111000,9.3,Ambato,Negociable,USED,Toyota,Camioneta Cabina Simple,Stout,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f80,2018,73890,15.99,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x2 Gas CD Pick Up,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f81,2018,103560,12.9,Quito,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f82,2018,46800,19.49,Quito,Fijo,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f83,2019,78000,25.8,Ambato,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f84,2019,65400,12.49,Quito,Fijo,USED,Shineray,Van Pasajeros,X30,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f85,2022,37250,24.49,Quito,Fijo,USED,Great Wall,Camioneta Cabina Simple,WINGLE 7 2.0 CD 4X2 DIESEL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f86,2014,69645,39.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Limited,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f87,2009,153943,11.9,Quito,Negociable,USED,Peugeot,Sedán,407,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f88,2019,112100,14.49,Quito,Fijo,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f89,2012,108448,94.9,Quito,Negociable,USED,BMW,Todoterreno,X6 M,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f8a,1978,139040,16,Samborondón,Negociable,USED,Mercedes Benz,Sedán,280SE,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f8b,2020,40000,13.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f8c,2017,68590,15.49,Quito,Fijo,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f8d,2019,125435,11.99,Quito,Fijo,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f8e,2015,126000,45.9,Quito,Negociable,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f8f,2012,173000,20.5,Manta,Negociable,USED,Ford,Camioneta Doble Cabina,F150 SC AC3.7 CD 4X2 TA,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f90,2006,196388,28,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f91,2003,50000,7.8,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage Wagon,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f92,2019,51750,16.99,Quito,Fijo,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f93,2014,167014,27.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f94,2016,82693,45.9,Quito,Negociable,USED,Dodge,Todoterreno,Durango,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f95,2019,70000,27.89,Quito,Fijo,USED,Haval,Todoterreno,All new H6 Supreme R,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f96,2013,190000,12.8,Quito,Negociable,USED,Hyundai,Sedán,Accent New,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f97,2013,190000,12.8,Quito,Negociable,USED,Hyundai,Sedán,Accent,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f98,2007,121000,7.8,Cuenca,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL CONFORT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f99,2014,63500,38.9,Quito,Negociable,USED,Honda,Van,Odissey,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f9a,1969,46997,15.9,Quito,Negociable,USED,Mercedes Benz,Sedán,280S,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f9b,2018,136500,15.99,Quito,Fijo,USED,Mercedes Benz,Sedán,280SE,#1416148,86900 Millas,Eléctricos,Automática,Gasolina,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f9c,2018,75298,42.9,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f9d,2010,154949,14.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f9e,2005,211396,8.9,Quito,Negociable,USED,Volkswagen,Sedán,Jetta Trendline 2.0 TM,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1f9f,2016,139000,13.8,Quito,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa0,2017,129287,17.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa1,2020,47000,13.6,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),picanto pro,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa2,2018,83900,18.9,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa3,2014,197000,13.99,Quito,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa4,2009,152000,15.6,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa5,2013,165000,13.6,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa6,2012,103000,14.3,Quito,Negociable,USED,Nissan,Camioneta Cabina Simple,Frontier,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa7,2012,182000,12.3,Quito,Negociable,USED,Hyundai,Sedán,Accent New,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa8,2015,98000,16.5,Cuenca,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fa9,2007,44430,22.3,Quito,Negociable,USED,Mini,Hatchback (3 Puertas),CooperS,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1faa,2019,78000,25.5,Ambato,Negociable,USED,Mazda,Camioneta Doble Cabina,New BT-50,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fab,2015,99517,42.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fac,2020,50000,34.9,Quito,Negociable,USED,Chevrolet,Convertible,Camaro,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fad,2019,57000,31.5,Ambato,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fae,2023,1,109.99,Quito,Negociable,USED,Jeep,Todoterreno,Wrangler Rubicon,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1faf,2010,110900,12.8,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb0,2020,33000,52.9,Cumbayá,Negociable,USED,BMW,Todoterreno,330e,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb1,2014,173571,28.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb2,2020,49000,22.8,Ambato,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb3,2019,80000,26.9,Ambato,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb4,2005,217205,15.5,Quito,Negociable,USED,BMW,Hatchback (5 Puertas),120i,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb5,1980,692602,17.9,Quito,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb6,2017,66000,15.5,Ambato,Negociable,USED,Kia,Sedán,Cerato Forte,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb7,2019,61000,22.8,Ambato,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb8,2014,172300,16.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fb9,2015,187000,18.2,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fba,2020,44096,55.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fbb,2018,63800,18.2,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fbc,2014,74200,16.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P Sport,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fbd,2000,180202,12,Quito,Negociable,USED,Land Rover,Todoterreno,Freelander,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fbe,2017,91254,14.8,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,#1724263,57000 Kms,Eléctricos,Manual,Diesel,Aire Acondicionado,4 x 4,Blanco,3,3000,Pichincha,Otro,Hidráulica,,,,
673ab1bf1a5f1961c1ed1fbf,2019,45890,23,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc0,2013,119373,30.5,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc1,2020,43000,13.8,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc2,2012,110143,10,Riobamba,Negociable,USED,Chevrolet,Sedán,Aveo Emotion,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc3,2019,33264,50.9,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc4,2018,104607,86.99,Quito,Fijo,USED,Ford,Camioneta Doble Cabina,F150 Raptor AC,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc5,2019,40000,16.2,Quito,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc6,2019,65567,19.5,Riobamba,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc7,2022,17053,19.5,Riobamba,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc8,2019,51008,12.8,Riobamba,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fc9,2004,59000,11.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Rodeo,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fca,2013,185000,8.9,Quito,Negociable,USED,Chevrolet,Van de Carga,N300,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fcb,2018,71493,22.8,Riobamba,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fcc,2018,89000,29.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fcd,2016,67000,23.8,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fce,2014,180000,8.9,Cuenca,Negociable,USED,Volkswagen,Sedán,Voyage,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fcf,2007,180000,8.9,Cuenca,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd0,2011,176000,19.8,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Hibrido 4x4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd1,2013,250000,25.9,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd2,2019,950,86,Guayaquil,Negociable,USED,Mercedes Benz,Sedán,E350,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd3,2019,53000,18.8,Quito,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd4,2019,60310,18.8,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd5,2010,175000,12.8,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd6,2016,109264,22.5,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd7,2012,159000,16.9,Cuenca,Fijo,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd8,2023,38000,28.79,Quito,Negociable,USED,Mazda,SUV,CX-5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fd9,2023,38000,28.79,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),CX30 HIGH 2.5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fda,2011,222000,13.5,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fdb,2017,103249,12.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fdc,2021,74000,16.9,Quito,Negociable,USED,Chevrolet,Station Wagon,ONIX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fdd,2014,190000,26.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fde,2008,204244,6.9,Quito,Negociable,USED,Fiat,Hatchback (5 Puertas),Uno Fire,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fdf,2011,165000,11.8,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 3P,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe0,2012,215000,16.3,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe1,2011,101787,12.49,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Hibrido 4x4,#1722031,176000 Kms,Eléctricos,Manual,Híbrido,Aire Acondicionado,4 x 4,Negro,7,,Pichincha,Cuero,Hidráulica,,,,
673ab1bf1a5f1961c1ed1fe2,2011,101787,12.49,Quito,Negociable,USED,Volkswagen,Sedán,JETTA EUROPA 2.0,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe3,2018,43000,24.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe4,2022,25250,16.5,Quito,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe5,2014,148000,12.5,Quito,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe6,1978,116000,5.9,Quito,Fijo,USED,Oldsmobile,Sedán,Omega,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe7,2016,55000,29.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe8,2018,72170,12.69,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fe9,2014,148000,12.5,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Full,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fea,2019,42000,14.4,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1feb,2023,1,24.49,Guayaquil,Fijo,USED,Volkswagen,Crossover,T-Cross Trendline,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fec,2015,120000,31.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 CS 4x4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fed,2012,157000,7.6,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fee,2009,147000,8.9,Cuenca,Negociable,USED,Daihatsu,Todoterreno,Terios,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fef,2017,54000,12.9,Cuenca,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff0,2019,35000,12.3,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff1,2023,300,27.5,Cuenca,Negociable,USED,Suzuki,Todoterreno,Vitara GLX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff2,2011,128000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Optra,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff3,2021,20000,44.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XLS,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff4,2011,128000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Optra Advance,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff5,2019,100000,13.2,Cuenca,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff6,2021,20000,44.9,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,Ranger Raptor,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff7,2022,30000,15.5,Cuenca,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff8,2022,40000,19.5,Cuenca,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ff9,2019,88000,30.9,Ambato,Negociable,USED,Mitsubishi,Camioneta Cabina Simple,L200,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ffa,2015,73000,10.6,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),GRAN I10,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ffb,2018,88000,25.2,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ffc,2015,55000,16.9,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ffd,2015,73000,10.6,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),i10,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1ffe,2017,85000,32.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed1fff,2023,2000,22.5,Quito,Negociable,USED,Ram,Camioneta Doble Cabina,700 LARAMIE,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2000,2003,66000,9.9,Quito,Negociable,USED,Lada,Todoterreno,Niva,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2001,2003,66000,9.9,Quito,Negociable,USED,Lada,Todoterreno,Niva Ventura II,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2002,2003,66000,9.9,Quito,Negociable,USED,Lada,Todoterreno,Niva Ventura,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2003,2016,92000,29.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2004,2016,92000,29.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XLS,#1723630,20000 Kms,Eléctricos,Manual,Diesel,Aire Acondicionado,4 x 4,Plomo,2,3200,Pichincha,Tela,Electrónica,,,,3200
673ab1bf1a5f1961c1ed2005,2016,92000,29.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI FULL AC 3.0 CD 4X4,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2006,2017,90000,25.5,Cuenca,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2007,2011,89000,27.99,Quito,Negociable,USED,BMW,Todoterreno,X3 Xdrive 28i,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2008,2016,92000,29.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed2009,2012,143000,15.9,Cuenca,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
673ab1bf1a5f1961c1ed200a,2019,48000,19.2,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ Next Sport 2.4,,,,,,,,,,,,,,,,,
