,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas,Sistemadeclimatización,Últimonúmerodelaplaca,TipodeMotor,Entradadesde,Cuotasdesde,Númerodecuotas
2751,92000,28.8,Cuenca,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,,,,,,,
2752,208000,13.9,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,,,,,,,
2753,320000,18.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,,,,,,,
2754,107000,14.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Turbo,,,,,,,,,,,,,,,,,,,,,,,
2755,72000,21.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,,,,,,,
2756,16000,44.0,Guayaquil,Fijo,USED,MG,Todoterreno,RX8,,,,,,,,,,,,,,,,,,,,,,,
2757,70000,33.8,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,,,,,,,
2758,70000,33.8,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,,,,,,,
2759,0,178.0,Guayaquil,Fijo,USED,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,,,,,,,
2760,130000,20.7,Quito,Fijo,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,,,,,,,
2761,38000,26.8,Cuenca,Negociable,USED,Jetour,Coupé,X70 COUPE,,,,,,,,,,,,,,,,,,,,,,,
2762,0,159.0,Guayaquil,Fijo,USED,Toyota,Camioneta Doble Cabina,Tundra 1794,,,,,,,,,,,,,,,,,,,,,,,
2763,25000,14.5,Cuenca,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
2764,24000,56.9,Quito,Negociable,USED,Kia,Sedán,Stinger GT Line,,,,,,,,,,,,,,,,,,,,,,,
2765,115000,15.9,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,,,,,,,
2766,0,195.0,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,,,,,,,
2767,10993,39.0,Guayaquil,Negociable,USED,Great Wall,Todoterreno,HAVAL H6 SUPREME,,,,,,,,,,,,,,,,,,,,,,,
2768,22636,54.0,Guayaquil,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x4 Diesel,,,,,,,,,,,,,,,,,,,,,,,
2769,67000,24.9,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,#1707289,208000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,0.0,Hidráulica,2200.0,Tela,Pichincha,2.2,,,,,,,,,
2770,21000,9.9,Quito,Fijo,USED,Renault,Otro,Twizy,,,,,,,,,,,,,,,,,,,,,,,
2771,159554,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,,,,,,,
2772,376767,9.0,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,,,,,,,
2773,22000,36.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,,,,,,,
2774,143000,16.9,Quito,Negociable,USED,Kia,Coupé,Cerato Koup,,,,,,,,,,,,,,,,,,,,,,,
2775,82000,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,,,,,,,
2776,193000,12.5,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,,,,,,,
2777,200000,15.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,
2778,210000,8.9,Quito,Negociable,USED,Ford,Hatchback (5 Puertas),Fiesta Power,,,,,,,,,,,,,,,,,,,,,,,
2779,91135,43.0,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
2780,0,52.9,Guayaquil,Negociable,NEW,Ford,Todoterreno,Bronco,,,,,,,,,,,,,,,,,,,,,,,
2781,32000,105.0,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Tahoe,,,,,,,,,,,,,,,,,,,,,,,
2782,22128,20.5,Guayaquil,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,,,,,,,
2783,16647,22.0,Guayaquil,Negociable,USED,Peugeot,Hatchback (5 Puertas),2008 GT,,,,,,,,,,,,,,,,,,,,,,,
2784,105000,24.8,Cuenca,Negociable,USED,Lexus,Todoterreno,RX 450 Hibrido,,,,,,,,,,,,,,,,,,,,,,,
2785,120452,11.89,Ambato,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,,,,,,,
2786,98145,10.89,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,,,,,,,
2787,34300,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Beat,,,,,,,,,,,,,,,,,,,,,,,
2788,60000,39.9,Guayaquil,Fijo,USED,Mini,Crossover,Cooper Countryman S,,,,,,,,,,,,,,,,,,,,,,,
2789,34785,15.5,Ambato,Fijo,USED,Kia,Hatchback (5 Puertas),Picanto GT Limited,,,,,,,,,,,,,,,,,,,,,,,
2790,154000,11.8,Cuenca,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,,,,,,,
2791,0,184.0,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Sequoia,,,,,,,,,,,,,,,,,,,,,,,
2792,30000,95.0,Guayaquil,Negociable,USED,Maserati,Todoterreno,Levante,,,,,,,,,,,,,,,,,,,,,,,
2793,20000,80.9,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,,,,,,,
2794,5255,65.0,Guayaquil,Negociable,USED,Mini,Hatchback (3 Puertas),John Cooper Works,,,,,,,,,,,,,,,,,,,,,,,
2795,0,107.0,Guayaquil,Negociable,NEW,Jeep,Todoterreno,Wrangler Sahara,,,,,,,,,,,,,,,,,,,,,,,
2796,265000,12.9,Otavalo,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,,,,,,,
2797,50124,26.8,Ambato,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
2798,0,85.0,Guayaquil,Negociable,NEW,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,,,,,,,
2799,123000,31.9,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,RANGER XL,,,,,,,,,,,,,,,,,,,,,,,
2800,11000,33.8,Guayaquil,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,,,,,,,
2801,171000,32.9,Guayaquil,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,,,,,,,
2802,269000,44.0,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,,,,,,,
2803,201000,44.0,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,,,,,,,
2804,118000,13.5,Guayaquil,Negociable,USED,Chevrolet,Sedán,Beat,#1721515,34300 Kms,Manuales,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,6.0,Hidráulica,1200.0,Tela,Pichincha,,,,,,,,,,
2805,116000,9.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,,,,,,,
2806,123000,19.5,Quito,Negociable,USED,Suzuki,Todoterreno,S-Cross 4x4,,,,,,,,,,,,,,,,,,,,,,,
2807,250000,5.5,Quito,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,,,,,,,
2808,55046,85.89,Ambato,Negociable,USED,Toyota,Todoterreno,Land Cruiser Prado VX,,,,,,,,,,,,,,,,,,,,,,,
2809,103451,18.5,Ambato,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,,,,,,,
2810,109000,49.9,Guayaquil,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,,,,,,,
2811,13000,99.0,Guayaquil,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,,,,,,,
2812,225478,7.5,Ambato,Negociable,USED,Chevrolet,Sedán,Esteem,,,,,,,,,,,,,,,,,,,,,,,
2813,150000,9.8,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,,,,,,,,,,
2814,55000,12.8,Quito,Negociable,USED,Chery,Sedán,Arrizo 3,,,,,,,,,,,,,,,,,,,,,,,
2815,143000,10.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,,,,,,,
2816,300000,22.9,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner,,,,,,,,,,,,,,,,,,,,,,,
2817,57145,10.6,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,,,,,,,
2818,50000,19.0,Riobamba,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,,,,,,,
2819,157716,13.5,Riobamba,Fijo,USED,Chevrolet,Todoterreno,TrailBlazer Extended,,,,,,,,,,,,,,,,,,,,,,,
2820,1,24.8,Cuenca,Negociable,USED,Porsche,Todoterreno,Cayenne,,,,,,,,,,,,,,,,,,,,,,,
2821,287000,31.2,Latacunga,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR5,,,,,,,,,,,,,,,,,,,,,,,
2822,1,26.8,Cuenca,Negociable,USED,Honda,Todoterreno,Pilot,,,,,,,,,,,,,,,,,,,,,,,
2823,240000,14.5,Sangolqui,Negociable,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,,,,,,,
2824,39000,15.7,Guayaquil,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,,,,,,,
2825,126000,42.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
2826,9577,129.9,Guayaquil,Negociable,USED,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,,,,,,,
2827,53000,22.7,Ambato,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,,,,,,,
2828,280000,9.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 5P,,,,,,,,,,,,,,,,,,,,,,,
2829,374000,4.3,Ambato,Negociable,USED,Volkswagen,Hatchback (5 Puertas),GOL CONFORT,,,,,,,,,,,,,,,,,,,,,,,
2830,164000,29.5,Quito,Fijo,USED,Audi,Todoterreno,Q5 Hybrid,,,,,,,,,,,,,,,,,,,,,,,
2831,19000,55.0,Guayaquil,Negociable,USED,Kia,Van,Carnival,,,,,,,,,,,,,,,,,,,,,,,
2832,40000,30.5,Quito,Fijo,USED,Toyota,Todoterreno,C-HR,,,,,,,,,,,,,,,,,,,,,,,
2833,109000,29.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,,,,,,,
2834,225448,5.5,Cuenca,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,,,,,,,
2835,245300,14.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX TD 2.5 CS 4X2 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
2836,42006,20.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,,,,,,,
2837,83100,16.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker,,,,,,,,,,,,,,,,,,,,,,,
2838,72000,36.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV Dmax CD,,,,,,,,,,,,,,,,,,,,,,,
2839,26000,47.5,Cuenca,Negociable,USED,Honda,Todoterreno,Pilot,#1720760,101000 Kms,Eléctricos,,Gasolina,Aire Acondicionado,4 x 4,Plomo,,,,Cuero,,,,,,,,,,,
2840,12800,27.9,Cuenca,Negociable,USED,Jetour,Coupé,X70 COUPE,,,,,,,,,,,,,,,,,,,,,,,
2841,267000,4.9,Quito,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,,,,,,,
2842,59534,15.5,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,,,,,,,
2843,48000,53.5,Cuenca,Negociable,USED,Ford,Convertible,Mustang,,,,,,,,,,,,,,,,,,,,,,,
2844,134000,14.5,Quito,Negociable,USED,Toyota,Sedán,Corolla 1.6,,,,,,,,,,,,,,,,,,,,,,,
2845,80674,12.5,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,,,,,,,
2846,276465,6.9,Quito,Negociable,USED,Fiat,Utilitario,Fiorino Fire,,,,,,,,,,,,,,,,,,,,,,,
2847,144000,14.0,Quito,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,,,,,,,
2848,236746,3.9,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Forman,,,,,,,,,,,,,,,,,,,,,,,
2849,184996,9.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,,,,,,,
2850,322951,5.9,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),Berlina 307 XS,,,,,,,,,,,,,,,,,,,,,,,
2851,165621,10.9,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.0 4x4,,,,,,,,,,,,,,,,,,,,,,,
2852,100200,8.9,Quito,Fijo,USED,Changhe,Hatchback (5 Puertas),CH7142 C,,,,,,,,,,,,,,,,,,,,,,,
2853,7000,16.0,Riobamba,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,,,,,,,
2854,83754,13.8,Riobamba,Negociable,USED,Chevrolet,Van de Carga,N300,,,,,,,,,,,,,,,,,,,,,,,
2855,30000,10.5,Ambato,Negociable,USED,DFSK,Van de Carga,K01 AC 1.1 CS 4x2 TM,,,,,,,,,,,,,,,,,,,,,,,
2856,90000,13.5,Ambato,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,,,,,,,
2857,104000,26.8,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
2858,60925,69.0,Quito,Negociable,USED,Jeep,Todoterreno,Wrangler Unlimited Sahara,,,,,,,,,,,,,,,,,,,,,,,
2859,140000,18.5,Ambato,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,,,,,,,
2860,112000,25.9,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
2861,76000,44.8,Cuenca,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
2862,23965,16.3,Quito,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,,,,,,,
2863,264000,5.5,Ambato,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,,,,,,,
2864,90000,18.5,Quito,Negociable,USED,Soueast,Todoterreno,DX7,,,,,,,,,,,,,,,,,,,,,,,
2865,150917,21.5,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,,,,,,,
2866,84000,24.5,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,,,,,,,
2867,148000,12.2,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,,,,,,,
2868,120000,40.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
2869,182250,17.9,Quito,Negociable,USED,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,,,,,,,
2870,113500,13.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,,,,,,,
2871,181500,9.9,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Activo,,,,,,,,,,,,,,,,,,,,,,,
2872,62000,40.9,Quito,Negociable,USED,BMW,Todoterreno,X5 4.4i,,,,,,,,,,,,,,,,,,,,,,,
2873,34000,50.5,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,,,,,,,
2874,39000,42.5,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,#1717148,104000 Kms,,,,,,,,,,,,,,,,,,,,,
2875,49000,50.9,Cuenca,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),GLA 250,,,,,,,,,,,,,,,,,,,,,,,
2876,52000,62.9,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,,,,,,,
2877,30000,72.0,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,,,,,,,
2878,120000,7.5,Cuenca,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,,,,,,,
2879,0,19.99,Quito,Negociable,NEW,Volkswagen,Hatchback (5 Puertas),Polo,,,,,,,,,,,,,,,,,,,,,,,
2880,53585,58.5,Guayaquil,Negociable,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,,,,,,,
2881,0,30.9,Cuenca,Negociable,NEW,Chevrolet,Camioneta Doble Cabina,D-MAX HI RIDE,,,,,,,,,,,,,,,,,,,,,,,
2882,227000,12.4,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,,,,,,,
2883,101000,25.5,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
2884,320000,14.9,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,BT-50 CD 4x2 Diesel,,,,,,,,,,,,,,,,,,,,,,,
2885,144000,20.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,,,,,,,
2886,131000,15.5,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,,,,,,,
2887,13400,13.2,Quito,Negociable,USED,Ford,Coupé,Fairlane,,,,,,,,,,,,,,,,,,,,,,,
2888,28100,22.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,,,,,,,
2889,55000,45.9,Quito,Negociable,USED,BMW,Todoterreno,X1,,,,,,,,,,,,,,,,,,,,,,,
2890,94000,23.9,Quito,Negociable,USED,Volvo,Sedán,S80,,,,,,,,,,,,,,,,,,,,,,,
2891,44500,44.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,,,,,,,
2892,52000,47.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
2893,136109,92.0,Guayaquil,Negociable,USED,Land Rover,Todoterreno,Defender 90,,,,,,,,,,,,,,,,,,,,,,,
2894,50000,15.9,Quito,Negociable,USED,Renault,Todoterreno,Duster 2.0,,,,,,,,,,,,,,,,,,,,,,,
2895,130000,18.8,Ambato,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,,,,,,,
2896,62000,6.0,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,,,,,,,
2897,10,107.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
2898,236000,18.9,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,,,,,,,
2899,73000,22.5,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),3,,,,,,,,,,,,,,,,,,,,,,,
2900,0,107.0,Guayaquil,Negociable,NEW,Audi,Hatchback (5 Puertas),E-TRON 55 SPORTBACK QUATT,,,,,,,,,,,,,,,,,,,,,,,
2901,104000,24.9,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,,,,,,,
2902,187703,18.9,Guayaquil,Negociable,USED,Toyota,Van,Innova,,,,,,,,,,,,,,,,,,,,,,,
2903,216000,7.2,Guayaquil,Negociable,USED,Chevrolet,Mini van (MPV),Vivant,,,,,,,,,,,,,,,,,,,,,,,
2904,70441,29.9,Guayaquil,Negociable,USED,Kia,Crossover,SPORTAGE R GTI,,,,,,,,,,,,,,,,,,,,,,,
2905,0,150.0,Guayaquil,Negociable,NEW,Jeep,Camioneta Doble Cabina,GLADIATOR RUBICON,,,,,,,,,,,,,,,,,,,,,,,
2906,130000,13.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,,,,,,,
2907,88552,41.0,Guayaquil,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,,,,,,,
2908,136113,50.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
2909,107000,19.8,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,#1711222,52000 Kms,Eléctricos,Automática,Gasolina,Climatizador,4 x 4,Rojo,9.0,Hidráulica,3500.0,Cuero,Guayas,V6,,,,,,,,,
2910,96000,40.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,,,,,,,
2911,105000,18.0,Guayaquil,Negociable,USED,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,,,,,,,
2912,262000,24.9,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,,,,,,,
2913,111000,20.5,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Xtreme,,,,,,,,,,,,,,,,,,,,,,,
2914,75000,13.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion Advance,,,,,,,,,,,,,,,,,,,,,,,
2915,51937,31.0,Guayaquil,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,,,,,,,
2916,172000,22.5,Guayaquil,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,,,,,,,
2917,90792,12.9,Quito,Fijo,USED,Dodge,Todoterreno,Durango,,,,,,,,,,,,,,,,,,,,,,,
2918,132179,12.2,Quito,Negociable,USED,Hyundai,Todoterreno,Terracan V6 3.5,,,,,,,,,,,,,,,,,,,,,,,
2919,178637,18.0,Riobamba,Negociable,USED,Toyota,Todoterreno,4 Runner,,,,,,,,,,,,,,,,,,,,,,,
2920,57000,18.4,Riobamba,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Cruze,,,,,,,,,,,,,,,,,,,,,,,
2921,155000,17.7,Riobamba,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ Next Sport TM,,,,,,,,,,,,,,,,,,,,,,,
2922,236000,11.0,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Tucson TA,,,,,,,,,,,,,,,,,,,,,,,
2923,187000,9.8,Quito,Negociable,USED,BMW,Sedán,528i,,,,,,,,,,,,,,,,,,,,,,,
2924,10,165.0,Guayaquil,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado,,,,,,,,,,,,,,,,,,,,,,,
2925,10,110.0,Guayaquil,Negociable,USED,Ram,Camioneta Doble Cabina,RAM DT 1500 BIGHORN ETORQUE,,,,,,,,,,,,,,,,,,,,,,,
2926,220831,11.5,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX V6 4X2 CD TA,,,,,,,,,,,,,,,,,,,,,,,
2927,54500,12.7,Quito,Negociable,USED,Baic,Todoterreno Ligero,X25,,,,,,,,,,,,,,,,,,,,,,,
2928,173000,20.0,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,,,,,,,
2929,144000,9.2,Quito,Negociable,USED,Volkswagen,Sedán,GOL 1.6,,,,,,,,,,,,,,,,,,,,,,,
2930,196000,10.8,Ambato,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50 CS 2.2,,,,,,,,,,,,,,,,,,,,,,,
2931,163229,27.5,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,,,,,,,
2932,0,150.0,Guayaquil,Negociable,USED,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,,,,,,,
2933,0,230.0,Guayaquil,Negociable,NEW,GMC,Todoterreno,YUKON DENALI XL,,,,,,,,,,,,,,,,,,,,,,,
2934,0,150.0,Guayaquil,Negociable,USED,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,,,,,,,
2935,0,260.0,Guayaquil,Negociable,USED,Lincoln,Todoterreno,Navigator,,,,,,,,,,,,,,,,,,,,,,,
2936,0,185.0,Guayaquil,Negociable,NEW,Toyota,Camioneta Doble Cabina,Tundra Limited,,,,,,,,,,,,,,,,,,,,,,,
2937,0,210.0,Guayaquil,Negociable,NEW,Toyota,Camioneta Doble Cabina,Tundra 1794,,,,,,,,,,,,,,,,,,,,,,,
2938,0,210.0,Guayaquil,Negociable,NEW,Nissan,Todoterreno,Armada,,,,,,,,,,,,,,,,,,,,,,,
2939,217000,7.2,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,,,,,,,
2940,118132,26.5,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Tahoe Híbrido,,,,,,,,,,,,,,,,,,,,,,,
2941,230000,6.8,Ambato,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Corsa Evolution,,,,,,,,,,,,,,,,,,,,,,,
2942,0,150.0,Guayaquil,Negociable,NEW,Jeep,Camioneta Doble Cabina,Gladiator Mojave,,,,,,,,,,,,,,,,,,,,,,,
2943,0,280.0,Guayaquil,Negociable,NEW,Lincoln,Todoterreno,Navigator,,,,,,,,,,,,,,,,,,,,,,,
2944,255000,10.5,Cuenca,Negociable,USED,Baic,Todoterreno Ligero,X25,#1707607,54500 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Negro,6.0,Hidráulica,1500.0,Cuero,Pichincha,,,,,,,,,,
2945,54632,14.0,Riobamba,Negociable,USED,Citroen,Sedán,C-ELYSEE,,,,,,,,,,,,,,,,,,,,,,,
2946,264686,6.9,Quito,Negociable,USED,Audi,Sedán,80,,,,,,,,,,,,,,,,,,,,,,,
